-180,0,0.001,0,,0
-178.55,0.073316,0.001,0.058,,73.316
-177.1,0.146632,0.001,0.116,,146.632
-175.65,0.219948,0.001,0.174,,219.948
-174.2,0.293264,0.001,0.232,,293.264
-172.75,0.366581,0.001,0.29,,366.581
-171.3,0.439897,0.001,0.348,,439.897
-169.85,0.513213,0.001,0.400481,,513.213
-168.4,0.586529,0.001,0.405125,,586.529
-166.95,0.659845,0.001,0.40977,,659.845
-165.5,0.733161,0.005499,0.414415,,133.3262411348
-164.05,0.806477,0.028723,0.41906,,28.0777425756
-162.6,0.879793,0.053921,0.423705,,16.3163331541
-161.15,0.953109,0.081031,0.42835,,11.7622761659
-159.7,1.026425,0.109984,0.42877,,9.3324938173
-154.721429,0.94764,0.222394,0.374609,,4.2610861804
-149.742857,0.90068,0.352335,0.322857,,2.5563171414
-144.764286,0.864728,0.495991,0.315339,,1.7434348607
-139.785714,0.82894,0.649149,0.308524,,1.2769641484
-134.807143,0.787254,0.807325,0.317345,,0.9751388846
-129.828571,0.736303,0.965896,0.326307,,0.7623004961
-124.85,0.674446,1.120244,0.339236,,0.6020527671
-119.871429,0.601279,1.265886,0.352095,,0.4749866892
-114.892857,0.517341,1.398613,0.362337,,0.3698957467
-109.914286,0.423923,1.514616,0.372456,,0.2798881037
-104.935714,0.322924,1.610595,0.375505,,0.2004998153
-99.957143,0.216725,1.683861,0.378469,,0.1287071795
-94.978571,0.108079,1.732413,0.371618,,0.062386394
-90,0,1.755,0.364767,,0
-85.021429,-0.108079,1.732413,0.343092,,-0.062386394
-80.042857,-0.216725,1.683861,0.321418,,-0.1287071795
-75.064286,-0.322924,1.610595,0.292539,,-0.2004998153
-70.085714,-0.423923,1.514616,0.263597,,-0.2798881037
-65.107143,-0.517341,1.398613,0.231008,,-0.3698957467
-60.128571,-0.601279,1.265886,0.198355,,-0.4749866892
-55.15,-0.674446,1.120244,0.165373,,-0.6020527671
-50.171429,-0.736303,0.965896,0.132383,,-0.7623004961
-45.192857,-0.787254,0.807325,0.101082,,-0.9751388846
-40.214286,-0.82894,0.649149,0.069841,,-1.2769641484
-35.235714,-0.864728,0.495991,0.03884,,-1.7434348607
-30.257143,-0.90068,0.352335,0.007851,,-2.5563171414
-25.278571,-0.94764,0.222394,-0.037788,,-4.2610861804
-20.3,-1.026425,0.109984,-0.084225,,-9.3324938173
-18.707143,-0.912213,0.103038,-0.096523,,-8.8531706749
