-180,0,0.001,0,,0
-178.714286,0.068191,0.001,0.051429,,68.191
-177.428571,0.136381,0.001,0.102857,,136.381
-176.142857,0.204572,0.001,0.154286,,204.572
-174.857143,0.272763,0.001,0.205714,,272.763
-173.571429,0.340954,0.001,0.257143,,340.954
-172.285714,0.409144,0.001,0.308571,,409.144
-171,0.477335,0.001,0.36,,477.335
-169.714286,0.545526,0.001,0.399523,,545.526
-168.428571,0.613717,0.001,0.397377,,613.717
-167.142857,0.681907,0.001,0.395231,,681.907
-165.857143,0.750098,0.001,0.393085,,750.098
-164.571429,0.818289,0.014833,0.390939,,55.1667902649
-163.285714,0.88648,0.036489,0.388793,,24.2944449012
-162,0.95467,0.059674,0.386647,,15.9980896203
-156.857143,0.880282,0.166756,0.359387,,5.2788625297
-151.714286,0.844513,0.294169,0.320243,,2.8708429508
-146.571429,0.821232,0.437924,0.308156,,1.8752842959
-141.428571,0.797678,0.593526,0.309599,,1.3439647126
-136.285714,0.76695,0.756118,0.32017,,1.0143258063
-131.142857,0.725269,0.920635,0.334251,,0.7877921217
-126,0.670795,1.081968,0.350409,,0.6199767461
-120.857143,0.603054,1.235123,0.367161,,0.4882542063
-115.714286,0.522616,1.375381,0.381149,,0.3799790749
-110.571429,0.430884,1.498451,0.394586,,0.2875529463
-105.428571,0.329939,1.600602,0.401328,,0.206134317
-100.285714,0.222404,1.678786,0.407234,,0.1324790652
-95.142857,0.111315,1.730727,0.403531,,0.0643169027
-90,0,1.755,0.399264,,0
-84.857143,-0.111315,1.730727,0.379225,,-0.0643169027
-79.714286,-0.222404,1.678786,0.358752,,-0.1324790652
-74.571429,-0.329939,1.600602,0.330872,,-0.206134317
-69.428571,-0.430884,1.498451,0.30251,,-0.2875529463
-64.285714,-0.522616,1.375381,0.270286,,-0.3799790749
-59.142857,-0.603054,1.235123,0.237928,,-0.4882542063
-54,-0.670795,1.081968,0.204898,,-0.6199767461
-48.857143,-0.725269,0.920635,0.172277,,-0.7877921217
-43.714286,-0.76695,0.756118,0.141085,,-1.0143258063
-38.571429,-0.797678,0.593526,0.110432,,-1.3439647126
-33.428571,-0.821232,0.437924,0.08118,,-1.8752842959
-28.285714,-0.844513,0.294169,0.049391,,-2.8708429508
-23.142857,-0.880282,0.166756,0.012528,,-5.2788625297
-18,-0.95467,0.059674,-0.033432,,-15.9980896203
-16.714286,-0.872193,0.055947,-0.048495,,-15.5896294707
-15.428571,-0.789716,0.052221,-0.063558,,-15.1225752092
-14.142857,-0.707239,0.048494,-0.078622,,-14.5840516353
-12.857143,-0.624761,0.044767,-0.093685,,-13.9558380057
-11.571429,-0.542284,0.04104,-0.108749,,-13.2135477583
-10.285714,-0.459807,0.037314,-0.123812,,-12.3226402959
-9,-0.377329,0.033587,-0.114443,,-11.2343763956
-7.714286,-0.294852,0.02986,-0.098094,,-9.8744809109
-6.428571,-0.212375,0.026134,-0.081745,,-8.126387082
-5.142857,-0.129897,0.022407,-0.065396,,-5.7971616013
-3.857143,-0.04742,0.01868,-0.049047,,-2.5385438972
