-180,0,0.016334,0,,0
-178.571429,0.071005,0.01742,0.057143,,4.0760619977
-177.142857,0.14201,0.020674,0.114286,,6.8690142208
-175.714286,0.213015,0.026089,0.171429,,8.1649354134
-174.285714,0.284019,0.033652,0.228571,,8.4398847022
-172.857143,0.355024,0.043342,0.285714,,8.1912232938
-171.428571,0.426029,0.055136,0.342857,,7.7268753627
-170,0.497034,0.069006,0.4,,7.202764977
-168.571429,0.568039,0.084915,0.418141,,6.689501266
-167.142857,0.639044,0.102824,0.436282,,6.2149303665
-165.714286,0.710049,0.12269,0.454423,,5.7873420817
-164.285714,0.781053,0.144461,0.472564,,5.4066703124
-162.857143,0.852058,0.168084,0.490705,,5.0692391899
-161.428571,0.923063,0.1935,0.508846,,4.7703514212
-160,0.994068,0.220645,0.526988,,4.5052822407
-155,0.921651,0.328258,0.466083,,2.8077030872
-150,0.880108,0.452896,0.405179,,1.9432894086
-145,0.848735,0.590757,0.397026,,1.4366905513
-140,0.816812,0.737636,0.388873,,1.1073374944
-135,0.77837,0.88905,0.396044,,0.8755075643
-130,0.730105,1.040376,0.403215,,0.7017703215
-125,0.670423,1.186992,0.41325,,0.5648083559
-120,0.598958,1.324417,0.423284,,0.4522427604
-115,0.516283,1.448449,0.429527,,0.3564385077
-110,0.423725,1.555291,0.43577,,0.2724409773
-105,0.323221,1.641665,0.434075,,0.1968860882
-100,0.217193,1.704917,0.432379,,0.1273921252
-95,0.108433,1.743092,0.42054,,0.0622072731
-90,0,1.755,0.408701,,0
-85,-0.108433,1.743092,0.387294,,-0.0622072731
-80,-0.217193,1.704917,0.365888,,-0.1273921252
-75,-0.323221,1.641665,0.336614,,-0.1968860882
-70,-0.423725,1.555291,0.30734,,-0.2724409773
-65,-0.516283,1.448449,0.273594,,-0.3564385077
-60,-0.598958,1.324417,0.239847,,-0.4522427604
-55,-0.670423,1.186992,0.204836,,-0.5648083559
-50,-0.730105,1.040376,0.169825,,-0.7017703215
-45,-0.77837,0.88905,0.135391,,-0.8755075643
-40,-0.816812,0.737636,0.100958,,-1.1073374944
-35,-0.848735,0.590757,0.065001,,-1.4366905513
-30,-0.880108,0.452896,0.029045,,-1.9432894086
-25,-0.921651,0.328258,-0.026624,,-2.8077030872
-20,-0.994068,0.220645,-0.082294,,-4.5052822407
-18.535714,-0.911074,0.20628,-0.09878,,-4.4166860578
-17.071429,-0.828081,0.191915,-0.115266,,-4.3148320871
-15.607143,-0.745087,0.17755,-0.131752,,-4.1964911293
-14.142857,-0.662093,0.163184,-0.148238,,-4.0573401804
-12.678571,-0.5791,0.148819,-0.164724,,-3.8913042017
-11.214286,-0.496106,0.134454,-0.18121,,-3.6897823791
-9.75,-0.413112,0.120089,-0.189258,,-3.4400486306
-8.285714,-0.330119,0.105724,-0.156321,,-3.1224603685
-6.821429,-0.247125,0.091359,-0.123385,,-2.7049880143
-5.357143,-0.164132,0.076994,-0.090449,,-2.131750526
-3.892857,-0.081138,0.062628,-0.057513,,-1.295554704
-2.428571,0.001856,0.048263,-0.024577,,0.0384559601
0.5,0.167843,0.019533,0.035914,,8.5927916859
6.5,0.930999,0.023125,0.062581,,40.2594162162
10,1.228578,0.03488,0.062366,,35.2229931193
13,1.250065,0.080523,0.064086,,15.5243222433
16,1.27827,0.14558,0.081075,,8.7805330403
18,1.343028,0.243329,0.140215,,5.5193914412
20,1.420097,0.220645,0,,6.4361168393
25,1.316644,0.328258,-0.024285,,4.0110035399
30,1.257297,0.452896,-0.04857,,2.7761274111
35,1.212478,0.590757,-0.090735,,2.052414106
40,1.166874,0.737636,-0.132899,,1.5819103189
45,1.111958,0.88905,-0.167236,,1.2507260559
50,1.043007,1.040376,-0.201572,,1.0025288934
55,0.957748,1.186992,-0.232684,,0.806869802
60,0.855654,1.324417,-0.263796,,0.6460608706
65,0.737547,1.448449,-0.29209,,0.5091977695
